Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) 
 02/06  14:00:00,14.25,3.3,22.5,28.1031886887242 
 02/06  15:00:00,14.7916666666667,4.5,196.666666666667,29.4449905814995 
 02/06  16:00:00,15.35,5.7,312.5,30.5481687756945 
 02/06  17:00:00,14.8416666666667,6.2,300.,29.9207552394704 
 02/06  18:00:00,13.5416666666667,6.2,300.,27.1612022999955 
 02/06  19:00:00,12.2416666666667,6.2,300.,25.14242978015 
 02/06  20:00:00,11.4666666666667,5.26666666666667,305.833333333333,24.4388734193898 
 02/06  21:00:00,11.125,3.725,310.,23.9842867394651 
 02/06  22:00:00,10.7666666666667,2.16666666666667,315.833333333333,23.6148814968999 
 02/06  23:00:00,10.4833333333333,1.20833333333333,325.833333333333,23.2988274911135 
 02/06  24:00:00,10.2833333333333,0.708333333333333,341.666666666667,23.0245657869542 
 02/07  01:00:00,10.0833333333333,0.208333333333333,145.833333333333,22.7764778359707 
 02/07  02:00:00,9.475,0.0,0.0,22.5355054495955 
 02/07  03:00:00,8.51666666666667,0.0,0.0,22.2771253084695 
 02/07  04:00:00,7.575,0.0,0.0,22.0202689537309 
 02/07  05:00:00,7.43333333333333,0.0,0.0,21.8026452314582 
 02/07  06:00:00,7.775,0.0,0.0,21.6449143817098 
 02/07  07:00:00,8.13333333333333,0.0,0.0,21.5084006555879 
 02/07  08:00:00,8.41666666666667,0.408333333333333,210.,21.4451379600293 
 02/07  09:00:00,8.61666666666667,1.10833333333333,155.833333333333,21.6706587150876 
 02/07  10:00:00,8.81666666666667,1.80833333333333,10.,22.0757904032242 
 02/07  11:00:00,9.95,2.56666666666667,208.333333333333,22.512911442927 
 02/07  12:00:00,11.8083333333333,3.425,332.5,23.1675865001099 
 02/07  13:00:00,13.65,4.26666666666667,308.333333333333,23.4730222283485 
 02/07  14:00:00,14.5166666666667,4.71666666666667,300.,23.6669887617998 
 02/07  15:00:00,14.7166666666667,4.91666666666667,294.166666666667,23.8480370207015 
 02/07  16:00:00,14.9166666666667,5.11666666666667,290.,23.6922511400013 
 02/07  17:00:00,14.475,4.675,313.333333333333,23.4712990954047 
 02/07  18:00:00,13.5166666666667,3.83333333333333,143.333333333333,22.8290865545931 
 02/07  19:00:00,12.575,2.975,33.3333333333333,22.1637246321172 
 02/07  20:00:00,12.3166666666667,2.075,38.3333333333333,21.8933705669105 
 02/07  21:00:00,12.5166666666667,1.23333333333333,24.1666666666667,21.7215648614453 
 02/07  22:00:00,12.7166666666667,0.375,8.33333333333333,21.5745848909475 
 02/07  23:00:00,12.5666666666667,0.991666666666667,35.,21.4326920561211 
 02/07  24:00:00,12.225,2.75,95.,21.2859240209877 
 02/08  01:00:00,11.8666666666667,4.49166666666667,155.,21.1438011958528 
 02/08  02:00:00,11.7,4.96666666666667,185.833333333333,21.0065702057701 
 02/08  03:00:00,11.7,4.625,195.833333333333,20.8742567986016 
 02/08  04:00:00,11.7,4.26666666666667,205.833333333333,20.7460285932403 
 02/08  05:00:00,11.35,3.80833333333333,198.333333333333,20.6072272875996 
 02/08  06:00:00,10.8083333333333,3.30833333333333,178.333333333333,20.447203177431 
 02/08  07:00:00,10.25,2.80833333333333,158.333333333333,20.2827940098434 
 02/08  08:00:00,10.6416666666667,3.41666666666667,155.833333333333,20.3369206296795 
 02/08  09:00:00,11.7416666666667,4.75833333333333,165.833333333333,20.9228949170762 
 02/08  10:00:00,12.8416666666667,6.11666666666667,175.833333333333,21.4074053431783 
 02/08  11:00:00,13.4166666666667,7.10833333333333,197.5,22.4973008031555 
 02/08  12:00:00,13.6166666666667,7.80833333333333,233.333333333333,22.3351832392886 
 02/08  13:00:00,13.8166666666667,8.50833333333333,267.5,22.0186454525079 
 02/08  14:00:00,13.55,8.1,280.,22.9733671964433 
 02/08  15:00:00,13.0083333333333,6.9,285.833333333333,24.1094213885221 
 02/08  16:00:00,12.45,5.7,290.,24.8926183795521 
 02/08  17:00:00,12.2,5.2,290.,23.8913611539773 
 02/08  18:00:00,12.2,5.2,295.833333333333,22.6969544255098 
 02/08  19:00:00,12.2,5.2,300.,21.8010379688005 
 02/08  20:00:00,11.9666666666667,4.61666666666667,294.166666666667,21.4679312378966 
 02/08  21:00:00,11.625,3.55833333333333,290.,21.2199876469093 
 02/08  22:00:00,11.2666666666667,2.51666666666667,284.166666666667,21.0047778615223 
 02/08  23:00:00,10.8666666666667,1.69166666666667,297.5,20.8023594383974 
 02/08  24:00:00,10.525,0.991666666666667,321.666666666667,20.6114207425769 
 02/09  01:00:00,10.1666666666667,0.291666666666667,137.5,20.4276703170642 
 02/09  02:00:00,9.65,0.525,198.333333333333,20.2434945908034 
 02/09  03:00:00,9.10833333333333,1.36666666666667,322.5,20.0663032913012 
 02/09  04:00:00,8.55,2.225,298.333333333333,19.8899956042846 
 02/09  05:00:00,8.06666666666667,2.48333333333333,278.333333333333,19.7119556407529 
 02/09  06:00:00,7.725,2.34166666666667,258.333333333333,19.5404245743475 
 02/09  07:00:00,7.36666666666667,2.18333333333333,238.333333333333,19.3705811903832 
 02/09  08:00:00,8.19166666666667,1.86666666666667,200.833333333333,19.5176403495259 
 02/09  09:00:00,9.83333333333333,1.525,145.,20.532504999024 
 02/09  10:00:00,11.4916666666667,1.16666666666667,90.8333333333333,22.0940803396087 
 02/09  11:00:00,12.3166666666667,1.29166666666667,70.,23.5495056238424 
 02/09  12:00:00,12.5166666666667,1.85,64.1666666666667,23.9899577320852 
 02/09  13:00:00,12.7166666666667,2.39166666666667,60.,23.4611746803928 
 02/09  14:00:00,13.0916666666667,3.41666666666667,36.6666666666667,23.9980048953145 
 02/09  15:00:00,13.65,4.75833333333333,206.666666666667,25.1182845225258 
 02/09  16:00:00,14.1916666666667,6.11666666666667,316.666666666667,25.3883192643012 
 02/09  17:00:00,13.9916666666667,6.58333333333333,300.,25.0287280043906 
 02/09  18:00:00,13.2333333333333,6.44166666666667,294.166666666667,23.6811707139446 
 02/09  19:00:00,12.4916666666667,6.28333333333333,290.,22.4094286772973 
 02/09  20:00:00,11.9666666666667,5.79166666666667,290.,21.9644768785266 
 02/09  21:00:00,11.625,5.09166666666667,290.,21.6712319890311 
 02/09  22:00:00,11.2666666666667,4.39166666666667,290.,21.4254332185291 
 02/09  23:00:00,11.1,3.98333333333333,290.,21.213491526499 
 02/09  24:00:00,11.1,3.84166666666667,284.166666666667,21.0394042937754 
 02/10  01:00:00,11.1,3.68333333333333,280.,20.8806805602822 
 02/10  02:00:00,10.575,3.425,256.666666666667,20.7109345524227 
 02/10  03:00:00,9.61666666666667,3.06666666666667,216.666666666667,20.5048271782432 
 02/10  04:00:00,8.675,2.725,176.666666666667,20.2896525360039 
 02/10  05:00:00,8.18333333333333,2.075,130.833333333333,20.0961866524637 
 02/10  06:00:00,8.04166666666667,1.23333333333333,75.,19.9378625287382 
 02/10  07:00:00,7.88333333333333,0.375,20.8333333333333,19.7926142172802 
 02/10  08:00:00,8.03333333333333,0.291666666666667,11.6666666666667,19.7589191303595 
 02/10  09:00:00,8.375,0.791666666666667,37.5,19.9675352445128 
 02/10  10:00:00,8.73333333333333,1.29166666666667,61.6666666666667,20.3861230212537 
 02/10  11:00:00,9.30833333333333,1.73333333333333,70.,22.244793562111 
 02/10  12:00:00,10.0666666666667,2.075,70.,24.0430389242581 
 02/10  13:00:00,10.8083333333333,2.43333333333333,70.,25.3828432524457 
 02/10  14:00:00,12.2083333333333,2.36666666666667,64.1666666666667,26.2492290457289 
 02/10  15:00:00,14.05,2.025,60.,28.1078869357461 
 02/10  16:00:00,15.9083333333333,1.66666666666667,54.1666666666667,28.8809664906224 
 02/10  17:00:00,15.7083333333333,2.08333333333333,32.5,28.1815579111117 
 02/10  18:00:00,14.0666666666667,3.14166666666667,206.666666666667,25.8106774796561 
 02/10  19:00:00,12.4083333333333,4.18333333333333,322.5,24.0156717210163 
 02/10  20:00:00,11.7,6.58333333333333,310.,23.3822639523226 
 02/10  21:00:00,11.7,10.0416666666667,304.166666666667,23.0032310909281 
 02/10  22:00:00,11.7,13.4833333333333,300.,22.7051999353919 
 02/10  23:00:00,11.4666666666667,12.6833333333333,300.,22.4422412592773 
 02/10  24:00:00,11.125,8.94166666666667,300.,22.1963700451194 
 02/11  01:00:00,10.7666666666667,5.18333333333333,300.,21.9711735744939 
 02/11  02:00:00,10.1333333333333,2.9,311.666666666667,21.7462806462538 
 02/11  03:00:00,9.39166666666667,1.7,331.666666666667,21.5198049913544 
 02/11  04:00:00,8.63333333333333,0.5,141.666666666667,21.2980053284077 
 02/11  05:00:00,8.3,0.291666666666667,186.666666666667,21.0956780981343 
 02/11  06:00:00,8.3,0.791666666666667,296.666666666667,20.9285800466619 
 02/11  07:00:00,8.3,1.29166666666667,256.666666666667,20.7701609896771 
 02/11  08:00:00,8.3,1.61666666666667,216.666666666667,20.7881491457788 
 02/11  09:00:00,8.3,1.81666666666667,170.833333333333,21.2427055204328 
 02/11  10:00:00,8.3,2.01666666666667,126.666666666667,21.7510464240977 
 02/11  11:00:00,9.40833333333333,2.1,104.166666666667,22.9435591104538 
 02/11  12:00:00,11.25,2.1,88.3333333333333,24.7191268493606 
 02/11  13:00:00,13.1083333333333,2.1,74.1666666666667,26.3335576072672 
 02/11  14:00:00,14.425,2.68333333333333,46.6666666666667,27.8311245520324 
 02/11  15:00:00,15.3833333333333,3.74166666666667,216.666666666667,29.3280568911457 
 02/11  16:00:00,16.325,4.78333333333333,326.666666666667,30.16856028292 
 02/11  17:00:00,15.825,5.375,310.,29.3750787173379 
 02/11  18:00:00,14.325,5.73333333333333,310.,26.8650604932952 
 02/11  19:00:00,12.825,6.075,310.,25.0409369755777 
 02/11  20:00:00,11.9666666666667,5.79166666666667,310.,24.380958366137 
 02/11  21:00:00,11.625,5.09166666666667,310.,23.963417063212 
 02/11  22:00:00,11.2666666666667,4.39166666666667,310.,23.6268671552508 
 02/11  23:00:00,10.9833333333333,4.21666666666667,310.,23.3333533445075 
 02/11  24:00:00,10.8416666666667,4.35833333333333,310.,23.0758060802329 
 02/12  01:00:00,10.6833333333333,4.51666666666667,310.,22.8423287188968 
 02/12  02:00:00,10.6,4.13333333333333,292.5,22.6327416955316 
 02/12  03:00:00,10.6,3.275,268.333333333333,22.453631076375 
 02/12  04:00:00,10.6,2.43333333333333,242.5,22.2960239166037 
 02/12  05:00:00,10.3666666666667,2.21666666666667,218.333333333333,22.1400611258754 
 02/12  06:00:00,9.96666666666667,2.35833333333333,192.5,21.9589157120122 
 02/12  07:00:00,9.56666666666667,2.51666666666667,168.333333333333,21.7755647954284 
 02/12  08:00:00,9.51666666666667,2.075,130.833333333333,21.7161503077831 
 02/12  09:00:00,9.71666666666667,1.23333333333333,75.,22.0048824125845 
 02/12  10:00:00,9.91666666666667,0.375,20.8333333333333,22.7628705021922 
 02/12  11:00:00,10.4083333333333,0.408333333333333,11.6666666666667,23.8073336552603 
 02/12  12:00:00,11.1666666666667,1.10833333333333,25.8333333333333,25.6625016017452 
 02/12  13:00:00,11.9083333333333,1.80833333333333,41.6666666666667,27.1951103809362 
 02/12  14:00:00,12.8416666666667,2.68333333333333,32.5,28.4917322357563 
 02/12  15:00:00,14.,3.74166666666667,206.666666666667,29.9652797298477 
 02/12  16:00:00,15.1416666666667,4.78333333333333,322.5,31.1515886131034 
 02/12  17:00:00,14.8416666666667,5.49166666666667,310.,30.6870899205928 
 02/12  18:00:00,13.5416666666667,5.99166666666667,310.,28.1558445527745 
 02/12  19:00:00,12.2416666666667,6.49166666666667,310.,25.9864936121158 
 02/12  20:00:00,11.4666666666667,6.,310.,25.2683696698629 
 02/12  21:00:00,11.125,4.8,304.166666666667,24.8065116593595 
 02/12  22:00:00,10.7666666666667,3.6,300.,24.4318674783138 
 02/12  23:00:00,10.4833333333333,2.80833333333333,305.833333333333,24.1064476639724 
 02/12  24:00:00,10.2833333333333,2.25,310.,23.8283066775989 
 02/13  01:00:00,10.0833333333333,1.70833333333333,315.833333333333,23.5801476859075 
 02/13  02:00:00,9.76666666666667,1.20833333333333,325.833333333333,23.3431669708308 
 02/13  03:00:00,9.425,0.708333333333333,341.666666666667,23.113923138911 
 02/13  04:00:00,9.06666666666667,0.208333333333333,145.833333333333,22.8954518261795 
 02/13  05:00:00,8.78333333333333,0.175,180.833333333333,22.6856611369545 
 02/13  06:00:00,8.58333333333333,0.533333333333333,280.833333333333,22.4893078895323 
 02/13  07:00:00,8.38333333333333,0.875,230.833333333333,22.2979539935788 
 02/13  08:00:00,8.65,0.825,239.166666666667,22.3155099220754 
 02/13  09:00:00,9.19166666666667,0.466666666666667,289.166666666667,22.7821588722505 
 02/13  10:00:00,9.75,0.125,129.166666666667,23.2049714028098 
 02/13  11:00:00,11.1083333333333,0.525,5.83333333333333,24.2119047451672 
 02/13  12:00:00,12.95,1.36666666666667,21.6666666666667,25.7907076570657 
 02/13  13:00:00,14.8083333333333,2.225,35.8333333333333,27.254082968147 
 02/13  14:00:00,16.2416666666667,3.18333333333333,22.5,27.5815568526727 
 02/13  15:00:00,17.3416666666667,4.24166666666667,208.333333333333,28.664495903882 
 02/13  16:00:00,18.4416666666667,5.28333333333333,332.5,29.0735948073384 
 02/13  17:00:00,18.2583333333333,5.46666666666667,314.166666666667,27.9021858286839 
 02/13  18:00:00,17.1583333333333,5.125,304.166666666667,26.4311757410952 
 02/13  19:00:00,16.0583333333333,4.76666666666667,294.166666666667,25.3318033952424 
 02/13  20:00:00,14.8416666666667,4.425,290.,24.8475435582792 
 02/13  21:00:00,13.5416666666667,4.06666666666667,290.,24.4847975624997 
 02/13  22:00:00,12.2416666666667,3.725,290.,24.156782547265 
 02/13  23:00:00,11.35,3.6,290.,23.864239651307 
 02/13  24:00:00,10.8083333333333,3.6,295.833333333333,23.6097027932635 
 02/14  01:00:00,10.25,3.6,300.,23.3680668270166 
 02/14  02:00:00,9.76666666666667,3.19166666666667,300.,23.1376033702205 
 02/14  03:00:00,9.425,2.49166666666667,300.,22.9235568142215 
 02/14  04:00:00,9.06666666666667,1.79166666666667,300.,22.7189794538466 
 02/14  05:00:00,8.78333333333333,1.38333333333333,265.,22.5167252687998 
 02/14  06:00:00,8.58333333333333,1.24166666666667,210.833333333333,22.3229082025443 
 02/14  07:00:00,8.38333333333333,1.08333333333333,155.,22.1328915709967 
 02/14  08:00:00,9.58333333333333,1.11666666666667,118.333333333333,22.3731368740074 
 02/14  09:00:00,11.8416666666667,1.25833333333333,92.5,23.583584667351 
 02/14  10:00:00,14.0833333333333,1.41666666666667,68.3333333333333,25.3697538662292 
 02/14  11:00:00,16.4,1.5,54.1666666666667,27.2046438691767 
 02/14  12:00:00,18.8,1.5,50.,28.8146803047199 
 02/14  13:00:00,21.2,1.5,44.1666666666667,30.1460035794982 
 02/14  14:00:00,21.4416666666667,2.43333333333333,22.5,31.5378963039611 
 02/14  15:00:00,20.1416666666667,3.975,196.666666666667,33.1358902567557 
 02/14  16:00:00,18.8416666666667,5.53333333333333,312.5,34.1151902095462 
 02/14  17:00:00,17.8916666666667,6.08333333333333,300.,33.6351445693264 
 02/14  18:00:00,17.1333333333333,5.94166666666667,300.,31.0088006250045 
 02/14  19:00:00,16.3916666666667,5.78333333333333,300.,28.5596479565968 
 02/14  20:00:00,15.05,5.58333333333333,300.,27.6905325053599 
 02/14  21:00:00,13.1916666666667,5.44166666666667,300.,27.0944586308256 
 02/14  22:00:00,11.35,5.28333333333333,300.,26.5811840703544 
 02/14  23:00:00,10.25,4.675,300.,26.1455641424757 
 02/14  24:00:00,9.70833333333333,3.83333333333333,305.833333333333,25.7901837166079 
 02/15  01:00:00,9.15,2.975,310.,25.4693934884629 
 02/15  02:00:00,8.78333333333333,2.075,321.666666666667,25.1753135230481 
 02/15  03:00:00,8.58333333333333,1.23333333333333,335.833333333333,24.9118068319456 
 02/15  04:00:00,8.38333333333333,0.375,141.666666666667,24.6636656062667 
 02/15  05:00:00,8.53333333333333,0.408333333333333,29.1666666666667,24.4370438481739 
 02/15  06:00:00,8.875,1.10833333333333,85.,24.2372490816864 
 02/15  07:00:00,9.23333333333333,1.80833333333333,139.166666666667,24.052453211426 
 02/15  08:00:00,10.3916666666667,2.39166666666667,130.833333333333,24.329246224492 
 02/15  09:00:00,12.0333333333333,2.89166666666667,86.6666666666667,25.4574119353479 
 02/15  10:00:00,13.6916666666667,3.39166666666667,40.8333333333333,27.0623523400687 
 02/15  11:00:00,15.3916666666667,3.425,25.8333333333333,28.6546334425612 
 02/15  12:00:00,17.0333333333333,3.06666666666667,35.8333333333333,29.973026589511 
 02/15  13:00:00,18.6916666666667,2.725,45.8333333333333,31.0678744820052 
 02/15  14:00:00,19.925,2.48333333333333,44.1666666666667,32.4692118952386 
 02/15  15:00:00,20.8833333333333,2.34166666666667,40.,34.1284805659898 
 02/15  16:00:00,21.825,2.18333333333333,34.1666666666667,35.3311640754774 
 02/15  17:00:00,21.325,1.98333333333333,30.,35.2432379047224 
 02/15  18:00:00,19.8833333333333,1.78333333333333,24.1666666666667,33.0236396223476 
 02/15  19:00:00,18.425,1.58333333333333,20.,30.2786945256249 
 02/15  20:00:00,17.275,1.20833333333333,14.1666666666667,29.3165657846092 
 02/15  21:00:00,16.3166666666667,0.708333333333333,10.,28.7657176184371 
 02/15  22:00:00,15.375,0.208333333333333,4.16666666666667,28.3220042920724 
 02/15  23:00:00,14.5916666666667,0.408333333333333,192.5,27.9409231727771 
 02/15  24:00:00,13.8333333333333,1.10833333333333,306.666666666667,27.6002809649471 
 02/16  01:00:00,13.0916666666667,1.80833333333333,272.5,27.28462977208 
 02/16  02:00:00,12.3916666666667,1.86666666666667,265.833333333333,26.9922160128094 
 02/16  03:00:00,11.6333333333333,1.525,275.833333333333,26.7154556019037 
 02/16  04:00:00,10.8916666666667,1.16666666666667,285.833333333333,26.4450761111231 
 02/16  05:00:00,10.4833333333333,1.29166666666667,290.,26.1929014143667 
 02/16  06:00:00,10.2833333333333,1.85,295.833333333333,25.9596698771139 
 02/16  07:00:00,10.0833333333333,2.39166666666667,300.,25.7317366376461 
 02/16  08:00:00,10.7583333333333,2.48333333333333,323.333333333333,25.7897474096041 
 02/16  09:00:00,12.0583333333333,2.34166666666667,147.5,26.6588808355514 
 02/16  10:00:00,13.3583333333333,2.18333333333333,33.3333333333333,28.1531386901995 
 02/16  11:00:00,14.775,2.1,50.,29.6102608984728 
 02/16  12:00:00,16.2166666666667,2.1,44.1666666666667,30.9765536928531 
 02/16  13:00:00,17.675,2.1,40.,31.9130176123337 
 02/16  14:00:00,18.1833333333333,2.91666666666667,22.5,32.6118301505269 
 02/16  15:00:00,18.0416666666667,4.25833333333333,196.666666666667,33.6134316870371 
 02/16  16:00:00,17.8833333333333,5.61666666666667,312.5,32.7084766675962 
 02/16  17:00:00,16.925,6.31666666666667,300.,31.0748315401853 
 02/16  18:00:00,15.425,6.45833333333333,300.,29.6914535285896 
 02/16  19:00:00,13.925,6.61666666666667,300.,28.6994610335857 
 02/16  20:00:00,13.0083333333333,6.175,300.,28.1864301782238 
 02/16  21:00:00,12.45,5.33333333333333,300.,27.799320572315 
 02/16  22:00:00,11.9083333333333,4.475,300.,27.4571696692453 
 02/16  23:00:00,11.4666666666667,3.925,300.,27.1496342991814 
 02/16  24:00:00,11.125,3.56666666666667,300.,26.868582770771 
 02/17  01:00:00,10.7666666666667,3.225,300.,26.6038065774954 
 02/17  02:00:00,10.4833333333333,3.1,300.,26.3512236416095 
 02/17  03:00:00,10.2833333333333,3.1,300.,26.1137100633529 
 02/17  04:00:00,10.0833333333333,3.1,300.,25.8827061107127 
 02/17  05:00:00,9.475,2.98333333333333,282.5,25.639110597673 
 02/17  06:00:00,8.51666666666667,2.84166666666667,246.666666666667,25.3656667370748 
 02/17  07:00:00,7.575,2.68333333333333,212.5,25.0862080476351 
 02/17  08:00:00,8.36666666666667,2.36666666666667,182.5,25.0634684898346 
 02/17  09:00:00,10.425,2.025,146.666666666667,25.5574342463742 
 02/17  10:00:00,12.4666666666667,1.66666666666667,112.5,26.4720513007175 
 02/17  11:00:00,14.4083333333333,1.20833333333333,82.5,27.76955630879 
 02/17  12:00:00,16.25,0.708333333333333,46.6666666666667,28.9569227082992 
 02/17  13:00:00,18.1083333333333,0.208333333333333,12.5,30.2440516995169 
 02/17  14:00:00,19.3083333333333,0.583333333333333,198.333333333333,31.7637208706948 
 02/17  15:00:00,20.0666666666667,1.64166666666667,328.333333333333,32.6311401434721 
 02/17  16:00:00,20.8083333333333,2.68333333333333,308.333333333333,32.6942654517189 
 02/17  17:00:00,20.3416666666667,3.39166666666667,300.,31.8917537458447 
 02/17  18:00:00,19.0416666666667,3.89166666666667,294.166666666667,30.0882658505442 
 02/17  19:00:00,17.7416666666667,4.39166666666667,290.,28.7326080768779 
 02/17  20:00:00,16.5583333333333,4.01666666666667,278.333333333333,28.1796933814642 
 02/17  21:00:00,15.4583333333333,2.95833333333333,252.5,27.7820476173174 
 02/17  22:00:00,14.3583333333333,1.91666666666667,228.333333333333,27.4313194082327 
 02/17  23:00:00,13.4916666666667,1.20833333333333,249.166666666667,27.114072120632 
 02/17  24:00:00,12.7333333333333,0.708333333333333,293.333333333333,26.8239031208805 
 02/18  01:00:00,11.9916666666667,0.208333333333333,129.166666666667,26.5452155906654 
 02/18  02:00:00,11.175,0.408333333333333,186.666666666667,26.2721542229647 
 02/18  03:00:00,10.2166666666667,1.10833333333333,290.833333333333,25.9898797853819 
 02/18  04:00:00,9.275,1.80833333333333,246.666666666667,25.7037264928637 
 02/18  05:00:00,8.66666666666667,1.69166666666667,253.333333333333,25.4357618923414 
 02/18  06:00:00,8.325,0.991666666666667,299.166666666667,25.195895212003 
 02/18  07:00:00,7.96666666666667,0.291666666666667,133.333333333333,24.9616378138894 
 02/18  08:00:00,9.08333333333333,0.408333333333333,11.6666666666667,25.2728438944186 
 02/18  09:00:00,11.2833333333333,1.10833333333333,31.6666666666667,26.4883691618153 
 02/18  10:00:00,13.4833333333333,1.80833333333333,51.6666666666667,28.1269935867327 
 02/18  11:00:00,15.1583333333333,2.1,60.,29.7321459051773 
 02/18  12:00:00,16.4583333333333,2.1,54.1666666666667,31.3168936161302 
 02/18  13:00:00,17.7583333333333,2.1,50.,32.5384391696539 
 02/18  14:00:00,18.3,3.09166666666667,26.6666666666667,33.8862406176532 
 02/18  15:00:00,18.3,4.79166666666667,202.5,35.6318265259961 
 02/18  16:00:00,18.3,6.49166666666667,316.666666666667,36.9352004723922 
 02/18  17:00:00,16.7833333333333,7.375,300.,36.8114155755777 
 02/18  18:00:00,14.2416666666667,7.73333333333333,300.,34.1674455981996 
 02/18  19:00:00,11.6833333333333,8.075,300.,31.0412124123119 
 02/18  20:00:00,10.4833333333333,7.79166666666667,300.,29.8866725960027 
 02/18  21:00:00,10.2833333333333,7.15,300.,29.2469515249069 
 02/18  22:00:00,10.0833333333333,6.49166666666667,300.,28.7420697754871 
 02/18  23:00:00,9.88333333333333,5.79166666666667,300.,28.3145570145379 
 02/18  24:00:00,9.68333333333333,5.09166666666667,294.166666666667,27.940679067925 
 02/19  01:00:00,9.48333333333333,4.39166666666667,290.,27.6045607506648 
 02/19  02:00:00,9.4,4.1,290.,27.3000219529403 
 02/19  03:00:00,9.4,4.1,290.,27.0251942754006 
 02/19  04:00:00,9.4,4.1,290.,26.7743078799733 
 02/19  05:00:00,9.16666666666667,3.80833333333333,272.5,26.5303917553514 
 02/19  06:00:00,8.825,3.30833333333333,248.333333333333,26.2746416588084 
 02/19  07:00:00,8.46666666666667,2.80833333333333,222.5,26.0247536511408 
 02/19  08:00:00,8.76666666666667,2.71666666666667,198.333333333333,25.9197727935494 
 02/19  09:00:00,9.50833333333333,2.85833333333333,178.333333333333,26.1743962332194 
 02/19  10:00:00,10.2666666666667,3.01666666666667,158.333333333333,26.6362516385025 
 02/19  11:00:00,11.2416666666667,3.8,179.166666666667,27.9808806841027 
 02/19  12:00:00,12.3416666666667,5.,223.333333333333,29.240869154262 
 02/19  13:00:00,13.4416666666667,6.2,269.166666666667,30.1826194270153 
 02/19  14:00:00,13.7833333333333,6.7,295.833333333333,31.8054007288245 
 02/19  15:00:00,13.5833333333333,6.7,300.,33.5757714503365 
 02/19  16:00:00,13.3833333333333,6.7,305.833333333333,34.9557150322738 
 02/19  17:00:00,12.775,6.40833333333333,310.,34.6067694874597 
 02/19  18:00:00,11.875,5.90833333333333,304.166666666667,32.093064845243 
 02/19  19:00:00,10.975,5.40833333333333,300.,29.5551594142111 
 02/19  20:00:00,10.3666666666667,4.61666666666667,300.,28.6586783422705 
 02/19  21:00:00,9.96666666666667,3.55833333333333,305.833333333333,28.1103895011336 
 02/19  22:00:00,9.56666666666667,2.51666666666667,310.,27.6630648596831 
 02/19  23:00:00,9.28333333333333,2.21666666666667,304.166666666667,27.2723498572848 
 02/19  24:00:00,9.14166666666667,2.35833333333333,300.,26.9244745977706 
 02/20  01:00:00,8.98333333333333,2.51666666666667,294.166666666667,26.6081257414305 
 02/20  02:00:00,8.78333333333333,2.71666666666667,266.666666666667,26.3130548778938 
 02/20  03:00:00,8.58333333333333,2.85833333333333,220.833333333333,26.0451552008361 
 02/20  04:00:00,8.38333333333333,3.01666666666667,176.666666666667,25.7940595090531 
 02/20  05:00:00,8.65,3.1,165.833333333333,25.5672703055778 
 02/20  06:00:00,9.19166666666667,3.1,181.666666666667,25.3677949924195 
 02/20  07:00:00,9.75,3.1,195.833333333333,25.185593167263 
 02/20  08:00:00,10.35,2.98333333333333,188.333333333333,25.154869730384 
 02/20  09:00:00,10.8916666666667,2.84166666666667,168.333333333333,25.5690439199406 
 02/20  10:00:00,11.45,2.68333333333333,148.333333333333,26.0824963972452 
 02/20  11:00:00,11.7,2.48333333333333,134.166666666667,26.5141102268028 
 02/20  12:00:00,11.7,2.34166666666667,118.333333333333,26.5901716673055 
 02/20  13:00:00,11.7,2.18333333333333,104.166666666667,26.4808524566214 
 02/20  14:00:00,11.4666666666667,2.68333333333333,105.833333333333,26.9413139014659 
 02/20  15:00:00,11.125,3.74166666666667,115.833333333333,26.9393677471174 
 02/20  16:00:00,10.7666666666667,4.78333333333333,125.833333333333,26.220147781 
 02/20  17:00:00,10.6,4.61666666666667,141.666666666667,25.7874410368482 
 02/20  18:00:00,10.6,3.55833333333333,155.833333333333,25.3217489385984 
 02/20  19:00:00,10.6,2.51666666666667,171.666666666667,24.8236872922506 
 02/20  20:00:00,10.8333333333333,1.98333333333333,156.666666666667,24.5700211590341 
 02/20  21:00:00,11.175,1.78333333333333,110.833333333333,24.378413412244 
 02/20  22:00:00,11.5333333333333,1.58333333333333,66.6666666666667,24.2068898148302 
 02/20  23:00:00,11.9333333333333,1.90833333333333,67.5,24.0527116531068 
 02/20  24:00:00,12.275,2.60833333333333,97.5,23.9053927412843 
 02/21  01:00:00,12.6333333333333,3.30833333333333,127.5,23.7656938317042 
 02/21  02:00:00,13.0916666666667,4.3,151.666666666667,23.6394690596217 
 02/21  03:00:00,13.65,5.5,165.833333333333,23.5283654016003 
 02/21  04:00:00,14.1916666666667,6.7,181.666666666667,23.4292619299033 
 02/21  05:00:00,14.1083333333333,7.9,207.5,23.3094625444808 
 02/21  06:00:00,13.55,9.1,231.666666666667,23.1450855475658 
 02/21  07:00:00,13.0083333333333,10.3,257.5,22.9774576371482 
 02/21  08:00:00,12.6833333333333,9.28333333333333,264.166666666667,23.048609677226 
 02/21  09:00:00,12.4833333333333,6.74166666666667,254.166666666667,23.3653429026052 
 02/21  10:00:00,12.2833333333333,4.18333333333333,244.166666666667,23.5764321343651 
 02/21  11:00:00,12.3166666666667,3.8,240.,24.2979483966741 
